from_station_name,to_station_name,month,year,sum_values_pass
באר שבע צפון,לוד,11,2025,4524
כפר חבד,תא אוניברסיטה,11,2025,2309
מזכרת בתיה,רחובות,11,2025,15
צומת חולון,סגולה,11,2025,160
אשדוד עד הלום,מרכזית המפרץ/קו החוף,11,2025,1205
מרכזית המפרץ/קו החוף,נתניה,11,2025,1898
השלום,רחובות,11,2025,31713
בת ים קוממיות,שדרות,11,2025,189
מזכרת בתיה,כפר יהושע,11,2025,8
קרית חיים,מרכזית המפרץ/קו החוף,11,2025,1154
בת ים קוממיות,"רשל""צ משה דיין",11,2025,156
בת גלים,מזכרת בתיה,11,2025,204
רעננה דרום,מודיעין מרכז,11,2025,109
תל אביב מרכז,באר שבע מרכז,11,2025,12729
רחובות,לוד,11,2025,5002
להבים רהט,הרצליה,11,2025,761
בת גלים,בנימינה,11,2025,4268
עכו,כרמיאל,11,2025,98
ירושלים/יצחק נבון,אופקים,11,2025,787
תל אביב ההגנה,רעננה דרום,11,2025,571
מודיעין מרכז,תא אוניברסיטה,11,2025,9540
לוד גני אביב,עפולה,11,2025,11
קרית מלאכי,קיסריה פרדס חנה,11,2025,85
הוד השרון,עפולה,11,2025,51
רמלה,מרכזית המפרץ/קו החוף,11,2025,590
עפולה,סגולה,11,2025,37
עתלית,אשקלון,11,2025,172
רעננה מערב,כפר ברוך,11,2025,8
מודיעין מרכז,רעננה מערב,11,2025,115
באר שבע צפון,תא אוניברסיטה,11,2025,5998
ראש העין צפון,סגולה,11,2025,94
יבנה מערב,באר שבע צפון,11,2025,520
ירושלים/יצחק נבון,עכו,11,2025,2769
קרית מוצקין,"נתב""ג",11,2025,7497
מזכרת בתיה,כפר ברוך,11,2025,13
תל אביב ההגנה,רמלה,11,2025,2652
עכו,קרית מוצקין,11,2025,3750
שדרות,נתניה,11,2025,581
בת ים קוממיות,מרכזית המפרץ/קו החוף,11,2025,259
בני ברק,לוד גני אביב,11,2025,101
רמלה,להבים רהט,11,2025,703
שדרות,הוד השרון,11,2025,231
לוד גני אביב,כפר יהושע,11,2025,1
בני ברק,בית שאן,11,2025,23
בני ברק,חוצות מפרץ,11,2025,57
באר שבע צפון,רעננה מערב,11,2025,261
השלום,לוד גני אביב,11,2025,6951
כפר חבד,קרית מוצקין,11,2025,430
כרמיאל,עתלית,11,2025,189
קרית גת,עתלית,11,2025,65
הוד השרון,כרמיאל,11,2025,223
"נתב""ג",להבים רהט,11,2025,323
רעננה דרום,נתניה קריית ספיר,11,2025,71
מרכזית המפרץ/קו החוף,בת גלים,11,2025,3099
נתניה,דימונה,11,2025,14
באר שבע צפון,כפר סבא,11,2025,565
בית שמש,סגולה,11,2025,34
בת גלים,השלום,11,2025,8260
חיפה מרכז,יבנה מערב,11,2025,196
לוד גני אביב,רחובות,11,2025,898
חולון וולפסון,קיסריה פרדס חנה,11,2025,129
כפר סבא,חדרה מערב,11,2025,298
אחיהוד,כרמיאל,11,2025,158
תל אביב מרכז,ראש העין צפון,11,2025,10300
רמלה,"רשל""צ משה דיין",11,2025,106
נהריה,אשדוד עד הלום,11,2025,721
כפר חבד,כפר ברוך,11,2025,44
באר שבע מרכז,חדרה מערב,11,2025,2461
קרית מוצקין,תל אביב מרכז,11,2025,10986
תל אביב ההגנה,בת גלים,11,2025,3299
ירושלים/יצחק נבון,דימונה,11,2025,9
אופקים,הרצליה,11,2025,520
יבנה מזרח,כפר חבד,11,2025,117
סגולה,כפר חבד,11,2025,25
לוד גני אביב,מזכרת בתיה,11,2025,31
נתיבות,חדרה מערב,11,2025,179
קרית אריה,רעננה דרום,11,2025,508
חוצות מפרץ,"רשל""צ משה דיין",11,2025,217
צומת חולון,לוד גני אביב,11,2025,8
כפר יהושע,רמלה,11,2025,30
הוד השרון,עכו,11,2025,131
יבנה מערב,מודיעין מרכז,11,2025,218
"רשל""צ משה דיין",הוד השרון,11,2025,1016
תל אביב מרכז,תל אביב ההגנה,11,2025,4087
"רשל""צ משה דיין",תל אביב ההגנה,11,2025,2367
קיסריה פרדס חנה,חוצות מפרץ,11,2025,195
חיפה מרכז,חולון וולפסון,11,2025,189
צומת חולון,נהריה,11,2025,76
רעננה דרום,סגולה,11,2025,45
באר שבע מרכז,תל אביב ההגנה,11,2025,7839
נתניה,חוצות מפרץ,11,2025,375
מזכרת בתיה,חוצות מפרץ,11,2025,34
קרית גת,קרית חיים,11,2025,46
נתניה קריית ספיר,להבים רהט,11,2025,73
חוף הכרמל,בנימינה,11,2025,5005
רעננה דרום,עתלית,11,2025,25
חולון וולפסון,חוף הכרמל,11,2025,362
בנימינה,כפר סבא,11,2025,567
באר יעקב,חדרה מערב,11,2025,464
חוף הכרמל,חוצות מפרץ,11,2025,493
דימונה,חולון וולפסון,11,2025,5
רעננה מערב,חיפה מרכז,11,2025,124
נהריה,להבים רהט,11,2025,146
ירושלים/יצחק נבון,ראש העין צפון,11,2025,1909
נתיבות,בני ברק,11,2025,344
בית שמש,ראשונים,11,2025,165
חדרה מערב,ירושלים/יצחק נבון,11,2025,5554
רמלה,תא אוניברסיטה,11,2025,1926
רעננה דרום,קרית חיים,11,2025,19
מרכזית המפרץ/קו החוף,בית יהושע,11,2025,695
נתיבות,אופקים,11,2025,1883
בית שאן,בני ברק,11,2025,26
אשקלון,באר יעקב,11,2025,1272
רעננה דרום,"רשל""צ משה דיין",11,2025,332
יבנה מערב,נתניה קריית ספיר,11,2025,237
סגולה,באר יעקב,11,2025,24
השלום,"נתב""ג",11,2025,12343
כפר יהושע,כפר סבא,11,2025,35
נתיבות,דימונה,11,2025,1
מודיעין מרכז,עתלית,11,2025,245
קרית חיים,"רשל""צ משה דיין",11,2025,121
קרית גת,שדרות,11,2025,5
הרצליה,קרית מלאכי,11,2025,581
סגולה,נתניה,11,2025,106
צומת חולון,קרית אריה,11,2025,238
בני ברק,רמלה,11,2025,164
עתלית,קיסריה פרדס חנה,11,2025,200
כפר סבא,עפולה,11,2025,39
תא אוניברסיטה,סגולה,11,2025,2763
פאתי מודיעין,בת גלים,11,2025,394
כפר חבד,רחובות,11,2025,1064
בני ברק,אשקלון,11,2025,1627
בת ים יוספטל,צומת חולון,11,2025,128
רעננה מערב,יבנה מערב,11,2025,290
חיפה מרכז,אשדוד עד הלום,11,2025,672
כפר חבד,עפולה,11,2025,33
תל אביב מרכז,כפר סבא,11,2025,7819
מזכרת בתיה,חוף הכרמל,11,2025,509
הרצליה,מזכרת בתיה,11,2025,930
תל אביב ההגנה,עכו,11,2025,2218
בני ברק,"נתב""ג",11,2025,127
הוד השרון,כפר יהושע,11,2025,18
באר שבע צפון,נתניה,11,2025,1069
מודיעין מרכז,שדרות,11,2025,255
חוצות מפרץ,רעננה דרום,11,2025,16
עפולה,הרצליה,11,2025,551
בית יהושע,חוצות מפרץ,11,2025,133
השלום,כפר סבא,11,2025,14928
חולון וולפסון,בנימינה,11,2025,806
חוף הכרמל,קרית מוצקין,11,2025,3769
נהריה,ירושלים/יצחק נבון,11,2025,4716
עתלית,הוד השרון,11,2025,50
חיפה מרכז,חדרה מערב,11,2025,2121
צומת חולון,רעננה דרום,11,2025,136
כפר ברוך,אשקלון,11,2025,70
חוצות מפרץ,רעננה מערב,11,2025,27
נתניה,קרית מוצקין,11,2025,1291
קרית חיים,סגולה,11,2025,28
רחובות,תל אביב מרכז,11,2025,21919
מודיעין מרכז,קרית אריה,11,2025,144
חולון וולפסון,חוצות מפרץ,11,2025,78
קרית מוצקין,קיסריה פרדס חנה,11,2025,730
חוף הכרמל,צומת חולון,11,2025,155
כפר יהושע,תל אביב ההגנה,11,2025,404
אשקלון,מרכזית המפרץ/קו החוף,11,2025,1240
נתניה,צומת חולון,11,2025,208
באר יעקב,פאתי מודיעין,11,2025,23
קיסריה פרדס חנה,חוף הכרמל,11,2025,1807
רמלה,בית יהושע,11,2025,241
דימונה,נהריה,11,2025,2
חוצות מפרץ,השלום,11,2025,3072
בת ים יוספטל,נתניה קריית ספיר,11,2025,521
כפר חבד,מרכזית המפרץ/קו החוף,11,2025,341
בית שאן,נתניה קריית ספיר,11,2025,85
כפר ברוך,בית יהושע,11,2025,29
רעננה דרום,פאתי מודיעין,11,2025,38
כפר חבד,הוד השרון,11,2025,74
חוצות מפרץ,מזכרת בתיה,11,2025,43
בית שאן,חדרה מערב,11,2025,150
בת ים יוספטל,"נתב""ג",11,2025,1608
תל אביב ההגנה,קרית גת,11,2025,3978
הוד השרון,שדרות,11,2025,249
בית יהושע,אופקים,11,2025,335
נתניה קריית ספיר,"נתב""ג",11,2025,1265
בת גלים,קרית מלאכי,11,2025,133
רעננה דרום,בית שמש,11,2025,99
להבים רהט,קרית מלאכי,11,2025,191
ראש העין צפון,נהריה,11,2025,457
תל אביב מרכז,הוד השרון,11,2025,6917
באר שבע מרכז,פאתי מודיעין,11,2025,92
בת ים קוממיות,קרית מוצקין,11,2025,145
הוד השרון,מרכזית המפרץ/קו החוף,11,2025,474
אשקלון,לוד גני אביב,11,2025,168
נהריה,בת ים יוספטל,11,2025,346
באר יעקב,קרית מלאכי,11,2025,35
בני ברק,קיסריה פרדס חנה,11,2025,238
נתניה,בת גלים,11,2025,1732
קיסריה פרדס חנה,רעננה מערב,11,2025,293
אופקים,חיפה מרכז,11,2025,100
כפר סבא,קרית מלאכי,11,2025,72
רמלה,כפר ברוך,11,2025,26
עכו,שדרות,11,2025,126
עתלית,סגולה,11,2025,55
חוף הכרמל,קיסריה פרדס חנה,11,2025,1724
באר שבע צפון,נתיבות,11,2025,3297
חיפה מרכז,בת גלים,11,2025,409
פאתי מודיעין,רעננה דרום,11,2025,42
קרית אריה,כפר ברוך,11,2025,17
רחובות,שדרות,11,2025,687
חיפה מרכז,נתניה,11,2025,1647
"נתב""ג",בת ים יוספטל,11,2025,1952
תא אוניברסיטה,"נתב""ג",11,2025,5499
"נתב""ג",יבנה מערב,11,2025,513
קרית גת,כפר יהושע,11,2025,34
אשדוד עד הלום,עפולה,11,2025,147
קיסריה פרדס חנה,תא אוניברסיטה,11,2025,6927
מזכרת בתיה,מרכזית המפרץ/קו החוף,11,2025,570
ירושלים/יצחק נבון,חוף הכרמל,11,2025,7977
אופקים,רעננה דרום,11,2025,135
יבנה מערב,עכו,11,2025,136
שדרות,קרית מוצקין,11,2025,199
קרית אריה,לוד,11,2025,253
בית יהושע,עכו,11,2025,244
חדרה מערב,להבים רהט,11,2025,116
כפר סבא,בית שמש,11,2025,97
קרית גת,כפר ברוך,11,2025,28
עכו,נתניה,11,2025,859
ירושלים/יצחק נבון,יבנה מזרח,11,2025,127
בת גלים,פאתי מודיעין,11,2025,310
חולון וולפסון,קרית מלאכי,11,2025,61
אשדוד עד הלום,קרית מוצקין,11,2025,456
ראשונים,בית שמש,11,2025,274
קרית חיים,קרית מוצקין,11,2025,54
מרכזית המפרץ/קו החוף,רעננה דרום,11,2025,264
מרכזית המפרץ/קו החוף,ראשונים,11,2025,105
רמלה,כרמיאל,11,2025,178
קרית אריה,רחובות,11,2025,392
קרית מלאכי,רחובות,11,2025,36
רמלה,עפולה,11,2025,86
השלום,שדרות,11,2025,5272
סגולה,כפר יהושע,11,2025,15
רחובות,צומת חולון,11,2025,49
כפר ברוך,נתניה קריית ספיר,11,2025,38
תא אוניברסיטה,כרמיאל,11,2025,3579
כפר יהושע,נהריה,11,2025,448
הרצליה,אחיהוד,11,2025,325
קרית גת,לוד גני אביב,11,2025,86
אשקלון,כפר יהושע,11,2025,46
כרמיאל,לוד גני אביב,11,2025,34
פאתי מודיעין,אופקים,11,2025,27
סגולה,רחובות,11,2025,157
בת ים קוממיות,בת ים יוספטל,11,2025,89
יבנה מזרח,הוד השרון,11,2025,11
יבנה מערב,תל אביב מרכז,11,2025,9580
רעננה מערב,להבים רהט,11,2025,53
הוד השרון,בת גלים,11,2025,358
אשקלון,קרית מלאכי,11,2025,11
באר שבע מרכז,בית שמש,11,2025,387
אשדוד עד הלום,כפר ברוך,11,2025,29
עפולה,נהריה,11,2025,763
יבנה מערב,אופקים,11,2025,1023
פאתי מודיעין,ראשונים,11,2025,4
אחיהוד,באר יעקב,11,2025,6
קרית מוצקין,באר יעקב,11,2025,118
"רשל""צ משה דיין",בית שאן,11,2025,61
קרית מלאכי,כפר יהושע,11,2025,10
חוצות מפרץ,נתיבות,11,2025,30
כפר סבא,פאתי מודיעין,11,2025,61
עכו,להבים רהט,11,2025,92
לוד גני אביב,קיסריה פרדס חנה,11,2025,62
נתניה,נהריה,11,2025,1702
רעננה מערב,קרית מוצקין,11,2025,146
חוצות מפרץ,כפר חבד,11,2025,63
רעננה דרום,אחיהוד,11,2025,15
חיפה מרכז,קרית מוצקין,11,2025,3409
חולון וולפסון,נתניה,11,2025,394
מזכרת בתיה,קרית מלאכי,11,2025,123
ראש העין צפון,רמלה,11,2025,115
חדרה מערב,השלום,11,2025,26470
סגולה,הוד השרון,11,2025,107
כפר סבא,נתניה קריית ספיר,11,2025,182
ראש העין צפון,תא אוניברסיטה,11,2025,5189
אשדוד עד הלום,קיסריה פרדס חנה,11,2025,449
בני ברק,חיפה מרכז,11,2025,72
ירושלים/יצחק נבון,בית יהושע,11,2025,3046
נתניה,כפר ברוך,11,2025,53
פאתי מודיעין,יבנה מזרח,11,2025,9
חוף הכרמל,כפר ברוך,11,2025,1400
בית יהושע,אשדוד עד הלום,11,2025,609
לוד,נתיבות,11,2025,498
אשקלון,בת ים קוממיות,11,2025,1477
ירושלים/יצחק נבון,"נתב""ג",11,2025,38993
נתיבות,כפר יהושע,11,2025,48
קרית גת,בת ים קוממיות,11,2025,135
נתניה,רעננה דרום,11,2025,183
חיפה מרכז,כפר יהושע,11,2025,1549
ראש העין צפון,חולון וולפסון,11,2025,495
בנימינה,ראשונים,11,2025,96
הוד השרון,רחובות,11,2025,541
יבנה מערב,בת גלים,11,2025,258
כפר יהושע,חיפה מרכז,11,2025,1580
מודיעין מרכז,באר שבע צפון,11,2025,313
רחובות,בית שאן,11,2025,125
נתניה,בית שאן,11,2025,190
עפולה,עכו,11,2025,510
לוד,חדרה מערב,11,2025,1480
ירושלים/יצחק נבון,בת ים קוממיות,11,2025,1210
ירושלים/יצחק נבון,חדרה מערב,11,2025,5468
יבנה מזרח,רעננה מערב,11,2025,13
בת גלים,הוד השרון,11,2025,248
כפר ברוך,קיסריה פרדס חנה,11,2025,19
פאתי מודיעין,צומת חולון,11,2025,29
בית שמש,קרית מוצקין,11,2025,236
הרצליה,חוף הכרמל,11,2025,10320
ראש העין צפון,כפר ברוך,11,2025,17
לוד,נתניה קריית ספיר,11,2025,1006
לוד גני אביב,בית שאן,11,2025,10
דימונה,קרית מוצקין,11,2025,7
הרצליה,"רשל""צ משה דיין",11,2025,2138
הרצליה,תא אוניברסיטה,11,2025,6864
אשקלון,צומת חולון,11,2025,758
בית שמש,כפר יהושע,11,2025,12
באר שבע מרכז,עכו,11,2025,980
יבנה מערב,"רשל""צ משה דיין",11,2025,3858
רעננה דרום,מזכרת בתיה,11,2025,70
