Year,Month,WeekPeriod,train_station_code,StationName,Train_number,Planned_Train_Arrivel_Time,PassengersAscending,PassengersDescending,event_type
2026,4,שישי,3600,,6715,05:30:00,,,to_tlv
2026,4,שישי,4900,,6611,05:30:00,,,to_tlv
2026,4,שישי,9600,,6609,05:30:00,,,to_tlv
2026,4,יום חול,1280,,59,05:31:00,,,from_tlv
2026,4,יום חול,3310,,6220,05:31:00,,,to_tlv
2026,4,יום חול,3600,,220,05:31:00,,,to_tlv
2026,4,יום חול,5200,,6222,05:31:00,,,from_tlv
2026,4,יום חול,8700,,613,05:31:00,,,from_tlv
2026,4,שישי,5200,,6222,05:31:00,,,from_tlv
2026,4,שישי,3310,,6220,05:31:00,,,to_tlv
2026,4,יום חול,9650,,6618,05:31:00,,,from_tlv
2026,4,שישי,9650,,6618,05:31:00,,,from_tlv
2026,4,יום חול,1400,,151,05:32:00,,,from_tlv
2026,4,יום חול,1400,,8151,05:32:00,,,from_tlv
2026,4,יום חול,3300,,12,05:33:00,,,to_tlv
2026,4,יום חול,3500,,301,05:33:00,,,from_tlv
2026,4,יום חול,3300,,8012,05:33:00,,,to_tlv
2026,4,יום חול,3500,,6613,05:33:00,,,from_tlv
2026,4,יום חול,4600,,300,05:33:00,,,to_tlv
2026,4,יום חול,5800,,616,05:33:00,,,from_tlv
2026,4,שישי,3500,,6613,05:33:00,,,from_tlv
2026,4,שישי,3310,,6220,05:33:00,,,to_tlv
2026,4,יום חול,9700,,618,05:33:00,,,from_tlv
2026,4,שישי,9650,,6618,05:33:00,,,from_tlv
2026,4,יום חול,1840,,441,05:34:00,,,from_tlv
2026,4,יום חול,2800,,221,05:34:00,,,from_tlv
2026,4,יום חול,4660,,6616,05:34:00,,,from_tlv
2026,4,יום חול,5800,,616,05:34:00,,,from_tlv
2026,4,יום חול,5200,,950,05:34:00,,,from_tlv
2026,4,יום חול,7320,,8620,05:34:00,,,from_tlv
2026,4,שישי,4660,,6616,05:34:00,,,from_tlv
2026,4,יום חול,7320,,620,05:34:00,,,from_tlv
2026,4,יום חול,5800,,8616,05:34:00,,,from_tlv
2026,4,יום חול,1500,,21,05:35:00,,,from_tlv
2026,4,יום חול,680,,710,05:35:00,,,to_tlv
2026,4,יום חול,700,,8151,05:35:00,,,from_tlv
2026,4,יום חול,700,,151,05:35:00,,,from_tlv
2026,4,יום חול,1400,,6023,05:35:00,,,from_tlv
2026,4,יום חול,1840,,441,05:35:00,,,from_tlv
2026,4,יום חול,3700,,713,05:35:00,,,to_tlv
2026,4,יום חול,3600,,220,05:35:00,,,to_tlv
2026,4,יום חול,3600,,1220,05:35:00,,,to_tlv
2026,4,יום חול,3700,,8713,05:35:00,,,to_tlv
2026,4,יום חול,3700,,6715,05:35:00,,,to_tlv
